# auto-correlation of: jx jy jz avg
            0   3.0828e+08   3.1307e+08   3.0981e+08   3.1039e+08
   5.0505e-03   2.9513e+08   2.9972e+08   2.9671e+08   2.9719e+08
   1.0101e-02   2.6129e+08   2.6541e+08   2.6305e+08   2.6325e+08
   1.5152e-02   2.1870e+08   2.2218e+08   2.2075e+08   2.2054e+08
   2.0202e-02   1.7744e+08   1.8026e+08   1.7985e+08   1.7918e+08
   2.5253e-02   1.4268e+08   1.4494e+08   1.4538e+08   1.4434e+08
   3.0303e-02   1.1565e+08   1.1753e+08   1.1849e+08   1.1722e+08
   3.5354e-02   9.5406e+07   9.7108e+07   9.8185e+07   9.6900e+07
   4.0404e-02   8.0276e+07   8.1964e+07   8.2831e+07   8.1690e+07
   4.5455e-02   6.8759e+07   7.0503e+07   7.1011e+07   7.0091e+07
   5.0505e-02   5.9786e+07   6.1595e+07   6.1766e+07   6.1049e+07
   5.5556e-02   5.2625e+07   5.4508e+07   5.4442e+07   5.3858e+07
   6.0606e-02   4.6728e+07   4.8736e+07   4.8496e+07   4.7986e+07
   6.5657e-02   4.1664e+07   4.3895e+07   4.3427e+07   4.2995e+07
   7.0707e-02   3.7120e+07   3.9692e+07   3.8853e+07   3.8555e+07
   7.5758e-02   3.2917e+07   3.5923e+07   3.4595e+07   3.4478e+07
   8.0808e-02   2.9000e+07   3.2486e+07   3.0669e+07   3.0718e+07
   8.5859e-02   2.5413e+07   2.9363e+07   2.7169e+07   2.7315e+07
   9.0909e-02   2.2239e+07   2.6561e+07   2.4145e+07   2.4315e+07
   9.5960e-02   1.9527e+07   2.4075e+07   2.1553e+07   2.1719e+07
   1.0101e-01   1.7250e+07   2.1882e+07   1.9307e+07   1.9480e+07
   1.0606e-01   1.5320e+07   1.9945e+07   1.7330e+07   1.7531e+07
   1.1111e-01   1.3642e+07   1.8242e+07   1.5554e+07   1.5813e+07
   1.1616e-01   1.2151e+07   1.6767e+07   1.3923e+07   1.4280e+07
   1.2121e-01   1.0797e+07   1.5519e+07   1.2394e+07   1.2903e+07
   1.2626e-01   9.5345e+06   1.4477e+07   1.0958e+07   1.1656e+07
   1.3131e-01   8.3409e+06   1.3575e+07   9.6308e+06   1.0516e+07
   1.3636e-01   7.2082e+06   1.2727e+07   8.4462e+06   9.4605e+06
   1.4141e-01   6.1405e+06   1.1866e+07   7.4342e+06   8.4803e+06
   1.4646e-01   5.1686e+06   1.0971e+07   6.5951e+06   7.5782e+06
   1.5152e-01   4.3524e+06   1.0064e+07   5.9053e+06   6.7740e+06
   1.5657e-01   3.7455e+06   9.2045e+06   5.3545e+06   6.1015e+06
   1.6162e-01   3.3530e+06   8.4605e+06   4.9475e+06   5.5870e+06
   1.6667e-01   3.1178e+06   7.8703e+06   4.6725e+06   5.2202e+06
   1.7172e-01   2.9432e+06   7.4157e+06   4.4837e+06   4.9475e+06
   1.7677e-01   2.7376e+06   7.0272e+06   4.3163e+06   4.6937e+06
   1.8182e-01   2.4539e+06   6.6270e+06   4.1220e+06   4.4010e+06
   1.8687e-01   2.0979e+06   6.1693e+06   3.8995e+06   4.0556e+06
   1.9192e-01   1.6988e+06   5.6425e+06   3.6829e+06   3.6747e+06
   1.9697e-01   1.2822e+06   5.0574e+06   3.5139e+06   3.2845e+06
   2.0202e-01   8.8430e+05   4.4435e+06   3.4331e+06   2.9203e+06
   2.0707e-01   5.6209e+05   3.8545e+06   3.4629e+06   2.6265e+06
   2.1212e-01   3.6758e+05   3.3558e+06   3.5710e+06   2.4315e+06
   2.1717e-01   3.1400e+05   2.9916e+06   3.6753e+06   2.3270e+06
   2.2222e-01   3.7108e+05   2.7626e+06   3.6858e+06   2.2732e+06
   2.2727e-01   4.7443e+05   2.6358e+06   3.5416e+06   2.2173e+06
   2.3232e-01   5.4438e+05   2.5841e+06   3.2298e+06   2.1194e+06
   2.3737e-01   5.2307e+05   2.6051e+06   2.7916e+06   1.9733e+06
   2.4242e-01   4.0277e+05   2.6930e+06   2.3076e+06   1.8011e+06
   2.4747e-01   2.2073e+05   2.7927e+06   1.8660e+06   1.6265e+06
   2.5253e-01   3.2428e+04   2.8082e+06   1.5379e+06   1.4595e+06
   2.5758e-01  -1.2864e+05   2.6721e+06   1.3661e+06   1.3032e+06
   2.6263e-01  -2.7452e+05   2.3877e+06   1.3592e+06   1.1575e+06
   2.6768e-01  -4.5362e+05   2.0003e+06   1.4913e+06   1.0127e+06
   2.7273e-01  -6.9767e+05   1.5598e+06   1.7072e+06   8.5646e+05
   2.7778e-01  -9.6268e+05   1.1188e+06   1.9352e+06   6.9709e+05
   2.8283e-01  -1.1646e+06   7.3135e+05   2.1014e+06   5.5605e+05
   2.8788e-01  -1.2614e+06   4.3651e+05   2.1585e+06   4.4453e+05
   2.9293e-01  -1.2673e+06   2.3347e+05   2.1086e+06   3.5825e+05
   2.9798e-01  -1.2261e+06   7.7206e+04   1.9954e+06   2.8215e+05
   3.0303e-01  -1.1832e+06  -8.2402e+04   1.8847e+06   2.0636e+05
