# Time-averaged data for fix savemsd
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4]
0 2.88581e-30 0 0 2.88581e-30
2000 3.29008 3.49496 4.29585 11.0809
4000 7.75712 6.95959 7.767 22.4837
6000 11.0362 9.55249 11.426 32.0148
8000 14.6393 13.2149 15.1254 42.9796
10000 19.085 17.7837 21.2568 58.1255
12000 23.4151 22.5233 23.6905 69.6289
14000 27.0587 25.4185 26.9563 79.4335
16000 30.2012 28.6235 29.3089 88.1336
18000 32.7012 31.9052 33.2897 97.8961
20000 36.7772 34.1036 38.3279 109.209
22000 41.6423 38.0632 38.7253 118.431
24000 48.8717 42.8718 44.3209 136.064
26000 52.5386 47.5636 48.298 148.4
28000 53.7218 51.3243 52.6082 157.654
30000 56.1665 59.2605 57.2637 172.691
32000 60.4851 64.0651 60.1621 184.712
34000 63.9733 70.3173 64.1331 198.424
36000 67.918 73.6704 69.1611 210.75
38000 71.4035 73.9191 72.4491 217.772
40000 73.5206 79.422 76.676 229.619
42000 78.1166 82.4131 80.1058 240.636
44000 83.5295 85.5296 86.623 255.682
46000 83.8672 86.6991 91.8352 262.402
48000 87.3387 89.4507 96.5065 273.296
50000 93.0649 95.3786 98.9805 287.424
52000 97.1074 96.3131 100.288 293.709
54000 101.55 100.42 104.191 306.161
56000 105.533 102.663 107.856 316.052
58000 108.443 107.523 109.693 325.658
60000 113.153 111.127 113.022 337.302
62000 118.2 115.542 116.07 349.813
64000 123.546 119.478 121.19 364.214
66000 129.67 124.281 122.488 376.439
68000 128.972 126.53 125.883 381.385
70000 131.145 129.108 127.529 387.782
72000 137.856 132.338 132.797 402.991
74000 141.108 135.839 138.939 415.887
76000 147.159 140.169 147.572 434.9
78000 149.948 140.035 150.819 440.801
80000 155.551 144.326 153.354 453.231
82000 156.33 151.612 158.417 466.358
84000 161.074 154.826 162.516 478.416
86000 162.966 156.512 171.701 491.179
88000 170.181 158.725 174.49 503.397
90000 174.492 159.901 181.024 515.417
92000 179.915 160.239 186.339 526.493
94000 185.346 163.663 190.375 539.384
96000 187.302 169.425 194.45 551.178
98000 189.592 175.856 201.725 567.172
100000 190.189 179.511 205.927 575.627
102000 191.213 182.678 208.749 582.64
104000 196.19 190.109 214.442 600.741
106000 201.999 193.379 217.62 612.999
108000 209.129 197.241 221.802 628.172
110000 211.716 202.822 223.242 637.781
112000 216.143 209.041 226.703 651.887
114000 222.785 208.962 227.711 659.457
116000 229.954 208.124 232.757 670.834
118000 238.29 213.299 237.016 688.605
120000 244.54 218.685 242.733 705.958
122000 254.032 224.61 245.53 724.172
124000 259.769 230.647 244.338 734.754
126000 259.987 235.572 247.678 743.237
128000 263.69 237.574 251.009 752.274
130000 270.842 241.292 253.025 765.159
132000 276.295 246.614 257.848 780.757
134000 282.935 251.098 260.81 794.843
136000 285.941 256.883 258.756 801.58
138000 291.492 255.244 265.461 812.197
140000 296.073 257.693 271.467 825.233
142000 300.267 256.051 274.093 830.411
144000 304.245 256.126 273.848 834.22
146000 305.354 261.91 279.321 846.584
148000 304.859 268.899 283.083 856.84
150000 302.842 273.409 290.732 866.983
152000 308.342 276.585 295.431 880.358
154000 310.233 290.15 297.085 897.468
156000 307.16 292.05 296.771 895.981
158000 302.298 290.054 301.647 893.999
160000 308.515 294.15 306.4 909.066
162000 313.096 301.455 310.145 924.696
164000 323.123 308.131 317.932 949.185
166000 328.305 320.118 324.247 972.669
168000 332.306 324.678 324.111 981.096
170000 336.576 331.579 328.987 997.142
172000 342.442 336.4 333.93 1012.77
174000 345.723 341.715 336.142 1023.58
176000 351.383 341.634 338.954 1031.97
178000 356.17 341.124 343.448 1040.74
180000 358.701 339.789 345.263 1043.75
182000 363.722 345.73 343.573 1053.03
184000 374.645 350.074 347.904 1072.62
186000 375.281 350.75 347.771 1073.8
188000 378.699 350.688 344.184 1073.57
190000 386.054 354.368 343.789 1084.21
192000 390.756 357.633 345.04 1093.43
194000 398.046 362.21 346.349 1106.6
196000 400.594 364.129 352.67 1117.39
198000 407.021 368.522 349.05 1124.59
200000 415.351 378.993 352.069 1146.41
202000 428.839 388.171 361.444 1178.45
204000 441.525 391.56 365.358 1198.44
206000 442.609 397.827 372.988 1213.42
208000 443.627 398.225 378.55 1220.4
210000 445.975 400.628 386.437 1233.04
212000 455.357 404.121 390.428 1249.91
214000 456.38 405.731 388.479 1250.59
216000 455.976 411.824 397.009 1264.81
218000 461.404 417.602 404.019 1283.02
220000 467.076 425.9 401.843 1294.82
222000 472.95 421.415 411.402 1305.77
224000 481.68 425.324 420.431 1327.44
226000 489.491 433.481 421.007 1343.98
228000 500.773 434.843 428.454 1364.07
230000 507.964 431.443 434.882 1374.29
232000 513.501 438.163 440.65 1392.31
234000 514.737 439.465 454.269 1408.47
236000 518.339 445.196 462.484 1426.02
238000 522.065 448.224 466.083 1436.37
240000 518.163 458.743 466.48 1443.38
242000 517.915 463.831 475.143 1456.89
244000 524.816 465.913 479.487 1470.22
246000 521.067 468.744 481.82 1471.63
248000 524.624 470.855 486.047 1481.53
250000 532.073 470.186 492.564 1494.82
252000 535.909 478.862 496.944 1511.71
254000 546.852 481.012 500.449 1528.31
256000 546.641 489.776 508.622 1545.04
258000 550.31 497.82 514.671 1562.8
260000 558.312 501.24 519.932 1579.48
262000 564.824 499.784 524.131 1588.74
264000 564.853 503.445 523.711 1592.01
266000 569.148 502.75 535.414 1607.31
268000 573.509 509.789 543.706 1627
270000 585.454 513.761 543.845 1643.06
272000 590.422 516.289 544.647 1651.36
274000 591.274 521.126 550.833 1663.23
276000 595.5 519.136 570.663 1685.3
278000 601.287 515.789 568.321 1685.4
280000 607.03 521.018 576.432 1704.48
282000 610.635 526.357 582.308 1719.3
284000 613.789 526.81 590.365 1730.96
286000 621.482 524.698 592.885 1739.06
288000 625.56 526.815 597.24 1749.62
290000 640.182 536.108 605.602 1781.89
292000 647.904 535.679 608.067 1791.65
294000 652.443 538.268 615.182 1805.89
296000 655.004 543.965 619.751 1818.72
298000 652.826 551.154 630.986 1834.97
300000 657.745 557.687 634.54 1849.97
302000 658.959 561.014 632.14 1852.11
304000 661.156 566.182 636.606 1863.94
306000 663.987 573.303 643.55 1880.84
308000 667.746 580.539 643.973 1892.26
310000 674.203 582.221 643.613 1900.04
312000 681.673 581.334 652.96 1915.97
314000 681.539 582.025 649.335 1912.9
316000 687.268 586.167 659.578 1933.01
318000 683.298 592.837 671.467 1947.6
320000 695.088 589.368 670.348 1954.8
322000 696.569 600.243 679.991 1976.8
324000 695.48 613.706 672.822 1982.01
326000 694.187 613.605 677.035 1984.83
328000 692.563 616.034 680.453 1989.05
330000 699.428 614.122 670.654 1984.21
332000 696.7 619.942 675.114 1991.76
334000 698.602 618.501 681.314 1998.42
336000 702.47 622.889 684.456 2009.81
338000 712.685 633.647 697.412 2043.74
340000 720.739 635.68 702.565 2058.98
342000 724.394 648.622 704.404 2077.42
344000 738.011 660.112 711.901 2110.02
346000 737.988 662.541 717.013 2117.54
348000 743.754 659.8 717.141 2120.7
350000 749.273 658.366 719.528 2127.17
352000 749.845 656.134 719.263 2125.24
354000 758.562 651.508 728.553 2138.62
356000 768.526 657.662 732.916 2159.1
358000 771.463 657.245 739.361 2168.07
360000 778.427 659.718 732.947 2171.09
362000 783.101 663.144 736.237 2182.48
364000 780.856 669.809 743.735 2194.4
366000 787.039 685.601 749.071 2221.71
368000 794.886 693.169 760.239 2248.29
370000 799.687 699.594 757.625 2256.91
372000 804.558 708.353 769.647 2282.56
374000 804.844 712.264 773.098 2290.21
376000 805.855 713.326 769.914 2289.09
378000 814.278 719.005 772.678 2305.96
380000 813.811 726.215 764.553 2304.58
382000 821.983 729.32 770.463 2321.77
384000 829.527 727.684 769.14 2326.35
386000 832.391 742.003 772.038 2346.43
388000 840.73 746.094 772.244 2359.07
390000 839.446 742.152 779.414 2361.01
392000 836.888 749.187 787.341 2373.42
394000 832.041 749.444 786.065 2367.55
396000 845.305 748.383 789.222 2382.91
398000 838.272 748.624 794.919 2381.82
400000 830.771 751.805 801.424 2384
402000 835.815 755.693 797.239 2388.75
404000 837.51 762.78 801.317 2401.61
406000 833.189 782.603 799.084 2414.88
408000 838.378 786.852 806.913 2432.14
410000 839.199 785.828 823.77 2448.8
412000 842.228 792.103 835.98 2470.31
414000 848.714 795.66 830.501 2474.88
416000 853.85 795.486 826.918 2476.25
418000 848.915 796.286 833.047 2478.25
420000 849.227 799.254 831.546 2480.03
422000 858.723 806.538 835.567 2500.83
424000 864.23 807.888 835.732 2507.85
426000 873.237 804.03 836.596 2513.86
428000 877.267 803.757 839.261 2520.29
430000 886.849 796.391 833.69 2516.93
432000 890.395 802.605 845.642 2538.64
434000 893.207 803.785 841.398 2538.39
436000 902.605 814.999 850.731 2568.33
438000 910.315 823.08 852.236 2585.63
440000 924.416 831.455 856.941 2612.81
442000 927.72 837.792 851.328 2616.84
