3499.0 1.729638 0.003589
3717.6 1.689771 0.004916
3936.1 1.648826 0.007339
4154.7 1.606606 0.011017
4373.2 1.562955 0.016145
4591.8 1.517579 0.022980
4810.4 1.470168 0.031850
5028.9 1.420299 0.043196
5247.5 1.367300 0.057655
5466.1 1.310267 0.076148
5684.6 1.247765 0.100126
5903.2 1.177182 0.132169
6121.7 1.093356 0.177471
6340.3 0.981726 0.250560
6558.9 0.659133 0.534613
