# Time-averaged data for fix savemsd
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4]
0 1.51929e-30 0 9.71468e-31 2.49076e-30
2000 3.06336 3.3387 3.6131 10.0152
4000 6.88158 8.26367 5.61442 20.7597
6000 14.2464 11.5662 10.5784 36.3911
8000 15.0425 13.886 11.7919 40.7203
10000 15.164 15.5452 18.6259 49.3351
12000 19.5782 16.637 24.6128 60.828
14000 22.3709 21.4015 33.8019 77.5742
16000 24.6249 22.0658 36.8447 83.5355
18000 25.5109 24.1271 40.17 89.808
20000 26.3398 25.8462 37.5249 89.711
22000 32.0795 27.9749 39.2871 99.3416
24000 36.9344 33.6342 42.8208 113.389
26000 33.901 40.3268 41.4209 115.649
28000 37.4975 41.5254 41.8166 120.84
30000 42.8627 41.4478 42.5481 126.859
32000 42.1361 38.1177 49.5618 129.816
34000 44.1429 38.07 56.4301 138.643
36000 47.118 45.8498 62.4366 155.404
38000 41.293 63.3088 65.7042 170.306
40000 48.5368 53.0194 64.3822 165.938
42000 54.0546 54.6661 71.9226 180.643
44000 60.6549 63.6777 77.1588 201.491
46000 59.6356 79.7246 79.1681 218.528
48000 59.3053 80.894 81.1187 221.318
50000 66.9634 79.5326 77.0605 223.557
52000 72.8147 89.4986 81.6077 243.921
54000 86.3888 94.6187 96.9726 277.98
56000 91.7851 100.201 92.1198 284.106
58000 100.301 106.003 110.965 317.27
60000 95.5934 108.369 125.824 329.787
62000 91.0939 119.021 147.903 358.018
64000 91.1906 111.369 156.074 358.633
66000 87.1781 116.986 159.909 364.073
68000 97.0782 126.505 149.456 373.039
70000 91.0694 122.949 155.986 370.004
72000 95.0114 127.917 151.957 374.885
74000 103.945 129.366 148.595 381.906
76000 108.057 136.149 152.096 396.302
78000 106.251 145.898 153.187 405.336
80000 135.524 142.785 146.263 424.572
82000 130.362 141.35 156.778 428.491
84000 137.452 145.188 150.643 433.283
86000 141.771 142.633 164.755 449.16
88000 152.561 148.429 174.375 475.365
90000 163.618 142.028 175.828 481.475
92000 163.613 152.494 172.804 488.912
94000 168.533 160.83 164.055 493.417
96000 177.241 168.055 168.536 513.832
98000 184.888 161.751 187.706 534.346
100000 168.03 158.424 175.486 501.94
102000 167.112 170.805 163.773 501.69
104000 172.647 164.883 163.942 501.472
106000 178.248 168.593 161.289 508.13
108000 187.953 161.653 159.903 509.509
110000 197.505 169.811 175.527 542.842
112000 195.735 184.956 175.407 556.098
114000 199.343 174.694 172.835 546.872
116000 195.371 166.222 193.975 555.568
118000 218.844 176.206 216.704 611.754
120000 227.259 196.263 234.579 658.101
122000 221.536 196.636 234.775 652.947
124000 237.448 212.559 237.663 687.67
126000 238.221 253.135 255.796 747.152
128000 253.758 256.77 252.286 762.814
130000 280.736 263.674 257.87 802.28
132000 283.971 262.619 253.38 799.971
134000 295.108 261.929 252.962 809.998
136000 295.226 283.438 252.464 831.127
138000 294.434 262.854 237.935 795.223
140000 282.588 273.75 267.587 823.925
142000 285.181 289.391 254.883 829.455
144000 279.178 306.216 256.761 842.155
146000 289.051 312.931 284.549 886.53
148000 286.581 299.759 289.531 875.871
150000 292.889 285.4 299.137 877.427
152000 295.132 276.78 303.556 875.468
154000 292.258 259.9 315.513 867.671
156000 301.966 272.176 297.752 871.894
158000 313.943 274.66 313.086 901.689
160000 317.3 272.136 297.192 886.629
162000 298.958 288.966 287.195 875.119
164000 288.119 289.186 303.049 880.354
166000 276.176 307.709 305.198 889.083
168000 272.575 322.611 318.428 913.613
170000 264.842 323.861 324.438 913.141
172000 255.304 298.242 329.63 883.176
174000 311.147 285.997 328.418 925.562
176000 352.037 262.698 335.005 949.741
178000 380.738 265.744 346.42 992.901
180000 390.178 272.551 341.983 1004.71
182000 381.289 264.248 328.541 974.078
184000 377.437 267.496 357.191 1002.12
186000 407.74 277.752 375.85 1061.34
188000 409.383 269.403 368.72 1047.51
190000 415.178 270.325 367.675 1053.18
192000 426.56 285.79 386.395 1098.75
194000 413.398 283.012 398.237 1094.65
196000 415.767 293.887 395.195 1104.85
198000 415.155 321.437 394.089 1130.68
200000 385.435 318.638 418.883 1122.96
202000 393.366 330.281 430.412 1154.06
204000 415.291 365.163 434.104 1214.56
206000 407.977 377.015 439.787 1224.78
208000 396.162 382.46 431.188 1209.81
210000 407.699 401.442 446.573 1255.71
212000 434.122 412.397 429.979 1276.5
214000 428.251 430.51 406.561 1265.32
216000 429.082 440.161 401.186 1270.43
218000 418.753 483.009 387.745 1289.51
220000 420.61 492.841 371.757 1285.21
222000 422.869 490.084 369.11 1282.06
224000 437.027 498.808 357.711 1293.55
226000 417.247 466.908 372.469 1256.62
228000 416.317 474.695 343.713 1234.73
230000 430.153 469.257 373.576 1272.99
232000 428.36 466.783 392.817 1287.96
234000 430.35 477.265 373.657 1281.27
236000 436.274 473.517 349.081 1258.87
238000 445.871 479.805 361.677 1287.35
240000 430.128 504.873 375.799 1310.8
242000 403.521 498.932 386.904 1289.36
244000 390.406 512.47 386.09 1288.97
246000 380.393 505.096 366.214 1251.7
248000 402.796 535.037 360.609 1298.44
250000 402.03 533.348 371.143 1306.52
252000 402.03 564.753 368.581 1335.36
254000 421.749 574.613 365.594 1361.96
256000 426.416 570.116 387.887 1384.42
258000 419.62 566.135 387.629 1373.38
260000 407.634 548.464 394.444 1350.54
262000 402.217 531.113 376.487 1309.82
264000 414.964 533.129 380.528 1328.62
266000 446.696 532.336 400.778 1379.81
268000 443.59 564.68 391.419 1399.69
270000 451.358 565.264 424.287 1440.91
272000 474.443 563.534 428.004 1465.98
274000 464.409 542.423 433.276 1440.11
276000 471.724 540.856 472.423 1485
278000 496.928 493.301 499.006 1489.24
280000 500.846 494.904 476.483 1472.23
282000 493.232 522.335 483.52 1499.09
284000 507.715 538.84 507.077 1553.63
286000 493.32 564.093 501.208 1558.62
288000 504.755 528.002 526.687 1559.44
290000 507.923 535.655 506.034 1549.61
292000 497.818 546.393 493.929 1538.14
294000 478.044 539.392 520.934 1538.37
296000 505.037 552.401 529.499 1586.94
298000 526.926 559.566 545.311 1631.8
300000 527.94 560.424 574.147 1662.51
302000 511.688 558.158 559.503 1629.35
304000 513.944 574.488 557.418 1645.85
306000 501.158 587.75 561.027 1649.94
308000 487.064 569.299 563.239 1619.6
310000 462.654 569.405 571.159 1603.22
312000 489.707 595.009 580.774 1665.49
314000 492.748 607.386 581.126 1681.26
316000 541.488 635.553 564.043 1741.08
318000 529.652 641.476 554.292 1725.42
320000 537.788 627.351 557.575 1722.71
322000 537.535 648.933 530.743 1717.21
324000 527.658 657.301 563.038 1748
326000 532.17 669.482 554.68 1756.33
328000 530.312 658.599 544.947 1733.86
330000 535.063 671.473 543.162 1749.7
332000 539 635.586 582.837 1757.42
334000 550.076 675.975 579.113 1805.16
336000 552.991 688.167 583.806 1824.96
338000 553.702 689.307 601.264 1844.27
340000 567.999 673.976 585.061 1827.04
342000 549.872 698.602 645.538 1894.01
344000 572.871 756.337 668.928 1998.14
346000 579.371 794.855 675.091 2049.32
348000 560.279 811.44 691.587 2063.31
350000 545.588 811.61 676.006 2033.2
352000 534.484 801.57 682.393 2018.45
354000 543.049 827.745 696.25 2067.04
356000 551.037 834.748 692.321 2078.11
358000 543.032 775.407 709.034 2027.47
360000 553.424 781.608 698.487 2033.52
362000 552.318 760.42 675.797 1988.53
364000 542.214 790.824 666.861 1999.9
366000 553.084 767.21 665.817 1986.11
368000 543.095 784.092 619.071 1946.26
370000 537.779 817.01 629.092 1983.88
372000 561.839 813.433 616.865 1992.14
374000 571.057 810.718 630.484 2012.26
376000 541.386 830.845 648.333 2020.56
378000 541.644 830.256 649.606 2021.51
380000 545.886 838.105 668.365 2052.36
382000 517.394 795.757 671.885 1985.04
384000 533.374 821.176 666.105 2020.66
386000 517.454 851.197 699.304 2067.96
388000 500.974 865.063 684.904 2050.94
390000 518.777 861.591 699.621 2079.99
392000 538.772 856.469 715.046 2110.29
394000 538.074 845.151 724.751 2107.98
396000 550.337 831.354 701.994 2083.68
398000 535.123 821.212 732.629 2088.96
400000 523.418 796.816 738.348 2058.58
402000 541.885 765.469 771.352 2078.71
404000 547.346 778.501 781.932 2107.78
406000 548.104 857.479 755.043 2160.63
408000 523.644 854.545 793.287 2171.48
410000 515.624 861.142 790.169 2166.93
412000 533.787 834.333 782.116 2150.24
414000 522.521 842.482 816.811 2181.81
416000 528.749 828.056 806.853 2163.66
418000 538.734 820.237 833.649 2192.62
420000 547.299 817.912 831.01 2196.22
422000 579.512 838.804 815.807 2234.12
424000 587.532 814.643 827.949 2230.12
426000 587.2 831.409 853.871 2272.48
428000 560.204 825.182 854.051 2239.44
430000 594.296 813.657 828.036 2235.99
432000 604.02 815.936 803.843 2223.8
434000 643.937 817.965 832.088 2293.99
436000 642.785 807.99 852.112 2302.89
438000 643.68 833.859 878.408 2355.95
440000 636.017 819.714 853.388 2309.12
442000 635.713 805.021 906.564 2347.3
444000 649.421 803.892 906.731 2360.04
446000 649.087 803.638 915.657 2368.38
448000 660.54 841.128 926.077 2427.74
450000 671.049 809.459 908.523 2389.03
452000 672.683 820.476 934.146 2427.3
454000 656.146 816.196 951.001 2423.34
456000 624.388 828.45 957.13 2409.97
458000 649.787 823.591 981.548 2454.93
460000 634.136 843.761 985.951 2463.85
462000 636.913 885.43 1020.81 2543.16
464000 596.052 921.062 1015.83 2532.95
466000 606.357 942.459 1011.98 2560.79
468000 605.343 937.907 1002.44 2545.69
470000 607.593 988.311 1029.12 2625.03
472000 574.569 996.684 1027.66 2598.91
474000 584.083 999.795 1042.08 2625.96
476000 598.974 998.578 1052.45 2650
478000 635.155 1087.07 1082.96 2805.19
480000 635.754 1090.2 1081.46 2807.41
482000 625.217 1110.37 1092.14 2827.72
484000 658.901 1113.56 1088.21 2860.67
486000 677.193 1118.3 1124.26 2919.75
488000 711.452 1138.22 1101.48 2951.15
490000 674.913 1193 1167.84 3035.76
492000 680.407 1221.49 1148.57 3050.47
494000 682.4 1214 1175.04 3071.44
496000 697.648 1265.27 1198.2 3161.12
498000 710.163 1259.44 1186.84 3156.44
500000 746.896 1200.9 1190.06 3137.85
502000 734.95 1244.34 1243.71 3223
504000 759.697 1211.3 1295.28 3266.27
506000 775.045 1235.81 1266.71 3277.56
508000 737.649 1272.01 1271.65 3281.31
510000 732.9 1302.94 1266.2 3302.04
512000 734.476 1324.81 1271.27 3330.56
514000 776.649 1321.28 1299.1 3397.03
516000 744.255 1322.22 1268.99 3335.46
518000 751.492 1322.66 1333.06 3407.22
520000 756.374 1380.97 1344.17 3481.51
522000 745.134 1449.72 1291.86 3486.71
524000 751.19 1414.91 1301.21 3467.31
526000 748.749 1406.84 1280.49 3436.08
528000 744.9 1431.82 1300.13 3476.85
530000 767.221 1458.88 1310.12 3536.21
532000 756.705 1493.74 1319.86 3570.31
534000 766.062 1505.06 1329.45 3600.58
536000 756.948 1520.54 1343.66 3621.14
538000 780.139 1522.93 1341.77 3644.83
540000 783.377 1495.48 1379.71 3658.56
542000 808.708 1485.14 1409.56 3703.41
544000 862.545 1451.48 1427.38 3741.4
546000 877.213 1408.31 1445.19 3730.71
548000 904.867 1373.03 1436.2 3714.1
550000 905.241 1393.67 1445.67 3744.58
552000 887.699 1384.37 1463.22 3735.29
554000 860.01 1443.1 1492.41 3795.52
556000 856.657 1403.27 1546.9 3806.83
558000 830.86 1408.21 1590.84 3829.9
560000 841.713 1420.8 1574.02 3836.53
562000 873.684 1416.12 1567.51 3857.31
564000 827.832 1397.62 1561.95 3787.4
566000 864.782 1425.27 1617.52 3907.58
568000 847.763 1425.12 1619.2 3892.08
570000 862.51 1377.16 1640.72 3880.39
572000 860.641 1379.63 1640.73 3881.01
574000 869.982 1365.15 1659.68 3894.81
576000 858.656 1401.49 1631.57 3891.72
578000 891.924 1409.25 1632.29 3933.46
580000 875.091 1369.75 1602.07 3846.91
582000 897.473 1348.69 1624.31 3870.47
584000 906.194 1344.99 1653.59 3904.78
586000 925.728 1371.85 1654.95 3952.53
588000 932.12 1418.72 1615.06 3965.9
590000 899.171 1429.94 1586.63 3915.74
592000 918.862 1409.86 1586.25 3914.97
594000 914.503 1355.71 1600.75 3870.97
596000 948.283 1313.83 1617.19 3879.3
598000 986.222 1278.67 1651.53 3916.43
600000 980.416 1294.91 1661.94 3937.26
602000 973.861 1349.46 1679.02 4002.35
604000 980.864 1338.73 1691.93 4011.52
606000 957.938 1384.06 1706.65 4048.65
608000 939.954 1404.49 1707.49 4051.94
610000 951.52 1367.95 1681.35 4000.82
612000 908.644 1345.54 1645.32 3899.5
614000 939.928 1380.05 1619.5 3939.47
616000 965.332 1363.53 1641.12 3969.99
618000 955.136 1356.68 1705.29 4017.11
620000 964.566 1304.71 1650.14 3919.41
622000 976.71 1280.4 1648.16 3905.27
624000 1006.54 1257.09 1666.95 3930.59
626000 980.379 1230.8 1656.98 3868.17
628000 1006.05 1212.31 1638.8 3857.16
630000 1020.42 1175.88 1631.98 3828.28
632000 1025.99 1151.28 1620.2 3797.47
634000 1114.64 1172.23 1638.7 3925.57
636000 1117.53 1179.34 1599.68 3896.55
638000 1170.05 1165.57 1625.59 3961.21
640000 1162.42 1207.99 1688.5 4058.92
642000 1123.97 1164.2 1724.38 4012.55
644000 1104.78 1157.44 1713.93 3976.14
646000 1131.28 1179.76 1688.7 3999.74
648000 1154.62 1198.85 1635.54 3989.01
650000 1175.49 1244.59 1575.89 3995.98
652000 1182.73 1246.76 1595.49 4024.98
654000 1172.81 1209.17 1575.86 3957.84
656000 1200.25 1209.8 1600.59 4010.65
658000 1271.16 1204.68 1612.93 4088.77
660000 1284.21 1228.21 1628.08 4140.5
662000 1254.12 1238.63 1653.07 4145.81
664000 1255.67 1222.22 1632.9 4110.79
666000 1277.78 1259.56 1619.06 4156.4
668000 1239.09 1256.91 1616.7 4112.69
670000 1252.83 1240.32 1634.16 4127.32
672000 1262.36 1253.09 1664.6 4180.04
674000 1267.95 1247.95 1684.68 4200.58
676000 1284.65 1245.65 1709.77 4240.06
678000 1291.3 1216 1697.56 4204.86
680000 1290.52 1215.02 1690.84 4196.38
682000 1296.74 1196.69 1706.55 4199.98
684000 1286.61 1173.13 1682.74 4142.48
686000 1253.36 1183.7 1741.73 4178.79
688000 1251.35 1196.13 1716.13 4163.61
690000 1288.49 1192.27 1705.94 4186.7
692000 1290.89 1188.93 1701.71 4181.53
694000 1283.51 1194.68 1728.67 4206.86
696000 1309.4 1187.44 1767.54 4264.39
698000 1327.47 1203.41 1808.91 4339.78
700000 1353.7 1197.37 1781.21 4332.27
702000 1357.25 1182.69 1751.05 4290.99
704000 1371.05 1140.61 1752.04 4263.7
706000 1374.92 1189.89 1717.13 4281.94
708000 1390.57 1204.21 1726.49 4321.27
710000 1433.55 1196.62 1774.6 4404.78
712000 1456.97 1203.88 1750.39 4411.24
714000 1473.06 1240.32 1758.45 4471.84
716000 1427.6 1312.69 1729.22 4469.51
718000 1402.57 1323.54 1737.67 4463.78
720000 1415.58 1294.74 1740.57 4450.89
722000 1406.16 1268.69 1738.58 4413.43
724000 1404.42 1276.33 1723.52 4404.26
726000 1370.3 1275.96 1710.43 4356.68
728000 1379.89 1286.81 1703.09 4369.79
730000 1434.95 1255.37 1679.56 4369.88
732000 1423.97 1235.66 1679.43 4339.06
734000 1398.07 1252.23 1623.01 4273.31
736000 1452.71 1233.91 1592.34 4278.96
738000 1446.39 1244.66 1629.09 4320.14
740000 1404.2 1193.74 1677.2 4275.14
