0 2704045.8
2000 2701899.5
4000 2695714.4
6000 2695593
8000 2692295.4
10000 2701225.7
12000 2687511.9
14000 2698598.8
16000 2697450
18000 2693518.7
20000 2699857.3
22000 2696928.2
24000 2695183.8
26000 2696539.3
28000 2694189
30000 2686487.2
32000 2706956.7
34000 2700183
36000 2692634.2
38000 2698488.9
40000 2702693.7
42000 2694966.2
44000 2707865
46000 2691092.4
48000 2703802
50000 2696879.9
52000 2697669.7
54000 2703713.2
56000 2690886.9
58000 2688275.1
60000 2690030.6
62000 2696525
64000 2691989.4
66000 2692035
68000 2692727.8
70000 2696068
72000 2709983.1
74000 2692606.5
76000 2694924.8
78000 2694904.4
80000 2689233
82000 2689841
84000 2693569.2
86000 2694780.8
88000 2697603.3
90000 2695354.9
92000 2697218
94000 2708142.1
96000 2713223
98000 2691349.5
100000 2696451.1
102000 2701500.4
104000 2697872
106000 2700622.2
108000 2693557
110000 2695684.1
112000 2695816.6
114000 2685036.7
116000 2694172.7
118000 2694488.4
120000 2694284.5
122000 2688520.5
124000 2691290.6
126000 2698722.8
128000 2705571.1
130000 2695974.9
132000 2698644.1
134000 2693160.8
136000 2702262.9
138000 2702072.2
140000 2697947.6
142000 2697936.6
144000 2702007
146000 2701676.6
148000 2704926.5
150000 2702227.9
152000 2705481.2
154000 2682419.8
156000 2696403.7
158000 2692250.5
160000 2682846.8
162000 2689604.1
164000 2690942.2
166000 2693523.6
168000 2700388.3
170000 2688104.2
172000 2698335.7
174000 2687513.7
176000 2696459.1
178000 2695399.4
180000 2699095.3
182000 2695978.7
184000 2698244.4
186000 2695340.1
188000 2697217.4
190000 2691415.3
192000 2698185.7
194000 2701796.3
196000 2694144.5
198000 2694987.6
200000 2696167.7
202000 2688698.6
204000 2702704.9
206000 2700569.3
208000 2698876.3
210000 2694824.4
212000 2695397.6
214000 2705475.4
216000 2699848
218000 2698688.1
220000 2691057.8
222000 2698716.7
224000 2689351
226000 2704722.3
228000 2705967
230000 2692388.9
232000 2700606
234000 2691372.9
236000 2692743
238000 2703974.6
240000 2695292.5
242000 2699527.4
244000 2698772
246000 2697716
248000 2699520.8
250000 2693846.8
252000 2700904.7
254000 2706438.4
256000 2706629.2
258000 2703515.6
260000 2695354
262000 2700361.5
264000 2700460.5
266000 2691553.9
268000 2699717.4
270000 2696621.2
272000 2696996.6
274000 2698779.3
276000 2698173.6
278000 2703884.2
280000 2704573.5
282000 2696165.1
284000 2697328
286000 2688280.3
288000 2685513.7
290000 2702357.2
292000 2698745.1
294000 2693138.1
296000 2699776.3
298000 2701914.3
300000 2694368.8
302000 2700013
304000 2692194.7
306000 2703587
308000 2695480.3
310000 2687562.6
312000 2692766.2
314000 2693882.1
316000 2702551.7
318000 2696529.6
320000 2693621.6
322000 2705195.2
324000 2706602.5
326000 2693149.7
328000 2696427.7
330000 2697060.9
332000 2698204.9
334000 2698506.3
336000 2683442.4
338000 2693973.5
340000 2690825.3
342000 2693800
344000 2681309.8
346000 2694749.2
348000 2692702.3
350000 2690575.4
352000 2709328.5
354000 2696202.1
356000 2696459.3
358000 2695553.1
360000 2695110.2
362000 2699489.1
364000 2696293.3
366000 2709486.9
368000 2688253.1
370000 2686405
372000 2697186.6
374000 2681518.2
376000 2703169.3
378000 2689043.6
380000 2692368.3
382000 2694012.8
384000 2693730.3
386000 2696247.4
388000 2695729.1
390000 2700215.4
392000 2695703
394000 2702666.7
396000 2702210
398000 2704179.6
400000 2698522.4
402000 2694426.9
404000 2696237.3
406000 2699973.6
408000 2696306.1
410000 2691725.2
412000 2691633.4
414000 2692328.8
416000 2698351.6
418000 2691027.2
420000 2691781
422000 2699185.1
424000 2704337.7
426000 2699468.7
428000 2702617.5
430000 2698137.9
432000 2685822.1
434000 2692382.6
436000 2697433.5
438000 2701396.8
440000 2692100.9
442000 2706426.4
444000 2698293.2
446000 2697262.3
448000 2703598.1
450000 2701728.5
452000 2691212.1
454000 2691836.9
456000 2705856.2
458000 2701988.3
460000 2689640.3
462000 2698592.3
464000 2698315.4
466000 2686776.8
468000 2701412.7
470000 2692247.9
472000 2701048
474000 2696583.2
476000 2694742.4
478000 2695824.7
480000 2699461.3
482000 2695507.2
484000 2699919.1
486000 2709525
488000 2697488.4
490000 2708398.3
492000 2686052.2
494000 2700450.9
496000 2702976.9
498000 2701511
500000 2698169.4
502000 2686257.6
504000 2693089.3
506000 2705002.6
508000 2699511.6
510000 2699675.8
512000 2692824.1
514000 2691715.1
516000 2697665.7
518000 2696754.9
520000 2691224
522000 2704763.4
524000 2706442
526000 2691669.1
528000 2697175.7
530000 2683308.8
532000 2692289.9
534000 2701975.9
536000 2693871.3
538000 2694842.5
540000 2692108.3
542000 2697981.9
544000 2701260.8
546000 2698426.1
548000 2703864.9
550000 2690784.1
552000 2690708.3
554000 2698292
556000 2697990.4
558000 2695110
560000 2692633.8
562000 2686822.9
564000 2692876.9
566000 2689109.1
568000 2701745.1
570000 2696723.2
572000 2692075.2
574000 2685674.2
576000 2697771
578000 2697944.7
580000 2694993.5
582000 2694713.4
584000 2697217
586000 2694586.8
588000 2692568
590000 2688188
592000 2682274.8
594000 2689307.3
596000 2697827.2
598000 2695889.5
600000 2697363.4
602000 2701020.8
604000 2700474.5
606000 2694839.5
608000 2688771.9
610000 2690992.8
612000 2701223.5
614000 2699508.6
616000 2694371.4
618000 2707260.9
620000 2703546.6
622000 2702809.6
624000 2701074.6
626000 2711322.2
628000 2701733.5
630000 2691603.2
632000 2691260.3
634000 2711585.7
636000 2688522.5
638000 2696516.8
640000 2688858.1
642000 2698029.7
644000 2698804.6
646000 2697923.3
648000 2704235.5
650000 2697530
652000 2694295.1
654000 2701899.6
656000 2699863.4
658000 2700074.7
660000 2702253.5
662000 2693915.9
664000 2692672.7
666000 2690447.3
668000 2702673.4
670000 2700254.1
672000 2698074.8
674000 2698201.9
676000 2698253.8
678000 2699259.2
680000 2703719.3
682000 2694752
684000 2692162.7
686000 2690392.2
688000 2692811.9
690000 2693851.3
692000 2696059.7
694000 2695593.2
696000 2703294.9
698000 2692402.6
700000 2705037.2
702000 2698362.8
704000 2693331.1
706000 2686520.9
708000 2694595.6
710000 2705474.4
712000 2694208.5
714000 2691226.5
716000 2700673.3
718000 2704731.9
720000 2695510.3
722000 2692159.4
724000 2696570.5
726000 2687250
728000 2690819.1
730000 2696224.4
732000 2691067.4
734000 2705275.5
736000 2699844.1
738000 2700324.5
740000 2701521.4
742000 2688843.4
744000 2693938.1
746000 2693052
748000 2691440.2
750000 2698750.7
752000 2697404.7
754000 2691849.7
756000 2702348.1
758000 2706904
760000 2709509.1
762000 2693651.1
764000 2689434.5
766000 2704895.1
768000 2699126.5
770000 2696272.2
772000 2701456.7
774000 2697403
776000 2693705.8
778000 2692426.2
780000 2697438.7
782000 2699869.2
784000 2698232.7
786000 2710376.1
788000 2691387.5
790000 2692786.6
792000 2688640
794000 2698243.3
796000 2693311.6
798000 2689048.1
800000 2696631
802000 2701293.8
804000 2691275.5
806000 2688410.1
808000 2702429.8
810000 2691385.7
812000 2689296.6
814000 2686767.6
816000 2693089.8
818000 2700765.3
820000 2694353.9
822000 2697813.2
824000 2694113.2
826000 2702812.5
828000 2691081.9
830000 2697079.6
832000 2696202.2
834000 2701887
836000 2691762.7
838000 2700704.9
840000 2700651.4
842000 2695781
844000 2698815.2
846000 2698915.5
848000 2693875.2
850000 2685428.6
852000 2691610.7
854000 2693860.4
856000 2695161.4
858000 2704951.1
860000 2702286.8
862000 2699054.3
864000 2703618.4
866000 2693744.9
868000 2695320.3
870000 2701373.7
872000 2694232.2
874000 2698164.1
876000 2702170.4
878000 2694835.5
880000 2696828.8
882000 2697044.6
884000 2690092.3
886000 2689294.8
888000 2699966.2
890000 2701018.9
892000 2701318
894000 2695993.7
896000 2693867.7
898000 2707707.8
900000 2704415.8
902000 2696740.3
904000 2696832
906000 2690599.2
908000 2684442.3
910000 2704423.6
912000 2689325.3
914000 2691314.1
916000 2688197.4
918000 2690848
920000 2696488.4
922000 2694194.5
924000 2705346.3
