# Time-averaged data for fix savemsd
# TimeStep c_msd[1] c_msd[2] c_msd[3] c_msd[4]
0 6.07715e-32 1.49591e-32 1.58941e-32 9.16247e-32
2000 3.97304 4.32698 3.89124 12.1913
4000 8.27352 8.27911 8.21192 24.7646
6000 12.2942 12.4759 12.776 37.5461
8000 16.1071 16.5006 17.6307 50.2384
10000 19.9511 21.136 21.4778 62.5649
12000 23.9922 26.1957 26.3868 76.5746
14000 27.7031 30.2657 30.4386 88.4074
16000 32.5177 34.8512 34.6658 102.035
18000 36.7052 38.1624 39.005 113.873
20000 40.6785 42.1828 42.3099 125.171
22000 44.6847 45.837 46.241 136.763
24000 48.6165 50.088 50.4519 149.156
26000 52.2033 54.9959 54.9067 162.106
28000 57.1519 58.7365 58.7673 174.656
30000 62.4624 62.1107 63.1895 187.763
32000 67.5233 67.4264 67.9357 202.885
34000 70.6413 71.5078 73.155 215.304
36000 75.6435 74.753 77.4327 227.829
38000 79.624 78.6382 82.3159 240.578
40000 84.7207 82.7827 86.1867 253.69
42000 89.4056 87.1828 89.077 265.665
44000 94.1872 90.9591 93.6286 278.775
46000 97.4936 94.0688 98.8276 290.39
48000 101.517 96.8417 103.038 301.397
50000 106.637 100.82 108.177 315.634
52000 110.226 105.512 112.369 328.107
54000 114.015 109.103 117.542 340.66
56000 119.24 113.438 122.147 354.825
58000 123.257 117.882 125.112 366.25
60000 126.884 123.067 129.405 379.356
62000 131.652 127.696 134.196 393.545
64000 135.742 132.897 138.19 406.829
66000 139.598 136.285 143.239 419.122
68000 142.78 139.716 149.237 431.734
70000 146.922 144.469 153.463 444.855
72000 151.728 149.403 157.738 458.869
74000 156.181 151.618 160.67 468.469
76000 160.151 154.556 163.488 478.195
78000 163.97 158.304 169.138 491.412
80000 169.926 162.071 174.132 506.129
82000 174.075 165.642 177.268 516.985
84000 176.799 170.908 179.667 527.375
86000 180.706 175.963 182.711 539.38
88000 183.338 179.683 187.464 550.485
90000 186.481 182.176 190.903 559.56
92000 189.846 186.948 194.472 571.266
94000 194.02 190.313 197.311 581.644
96000 198.319 196.81 200.785 595.914
98000 201.342 201.804 203.073 606.22
100000 204.932 205.926 207.689 618.547
102000 210.709 209.651 212.984 633.344
104000 213.944 212.717 214.738 641.398
106000 219.39 216.604 219.245 655.239
108000 222.104 221.859 224.347 668.31
110000 227.383 226.669 228.606 682.658
112000 233.151 231.949 232.64 697.739
114000 237.324 236.023 236.219 709.566
116000 240.04 240.827 238.552 719.419
118000 245.746 244.03 242.134 731.91
120000 249.937 250.791 245.697 746.424
122000 254.087 253.87 249.192 757.15
124000 259.269 258.293 254.546 772.108
126000 264.602 263.103 259.714 787.419
128000 268.79 266.344 263.065 798.198
130000 273.835 269.34 265.424 808.599
132000 278.569 274.527 270.021 823.116
134000 282.344 279.746 274.325 836.414
136000 289.056 283.599 279.201 851.856
138000 294.619 287.101 282.504 864.224
140000 299.924 290.86 287.785 878.57
142000 303.866 295.117 291.739 890.722
144000 307.791 296.781 295.906 900.477
146000 314.971 298.836 301.002 914.809
148000 319.949 302.232 302.985 925.166
150000 322.079 308.432 307.655 938.166
152000 326.178 313.567 312.581 952.326
154000 332.467 316.156 317.554 966.177
156000 336.799 321.549 322.257 980.606
158000 339.508 323.735 326.642 989.885
160000 346.51 331.991 332.072 1010.57
162000 347.905 337.931 335.093 1020.93
164000 352.665 341.817 340.928 1035.41
166000 355.794 346.506 343.782 1046.08
168000 359.772 350.971 346.266 1057.01
170000 366.366 354.561 350.036 1070.96
172000 370.447 358.217 355.126 1083.79
174000 374.41 362.919 361.047 1098.38
176000 380.252 368.251 366.057 1114.56
178000 383.849 372.003 369.399 1125.25
180000 386.606 373.191 373.276 1133.07
182000 389.977 377.326 375.529 1142.83
184000 393.761 383.812 379.739 1157.31
186000 396.945 390.133 383.553 1170.63
188000 401.538 394.03 386.778 1182.35
190000 405.289 399.167 389.422 1193.88
192000 410.805 400.682 393.281 1204.77
194000 417.149 407.286 396.953 1221.39
196000 420.47 412.984 401.291 1234.74
198000 426.493 418.523 404.635 1249.65
200000 431.822 422.372 408.505 1262.7
202000 435.134 429.043 413.746 1277.92
204000 439.914 433.063 419.645 1292.62
206000 443.606 434.537 424.002 1302.14
208000 447.539 439.498 426.701 1313.74
210000 452.838 441.205 432.266 1326.31
212000 455.237 442.781 437.344 1335.36
214000 458.357 447.628 442.137 1348.12
216000 462.316 453.116 445.529 1360.96
218000 467.306 458.288 450.398 1375.99
220000 470.585 462.101 456.102 1388.79
222000 474.83 463.825 461.794 1400.45
224000 479.313 468.77 464.089 1412.17
226000 481.962 471.673 468.317 1421.95
228000 486.392 478.975 472.279 1437.65
230000 489.199 482.825 473.793 1445.82
232000 494.661 484.774 478.771 1458.21
234000 498.714 489.133 483.007 1470.85
236000 501.168 493.001 487.512 1481.68
238000 506.653 499.243 493.911 1499.81
240000 512.34 501.914 495.615 1509.87
242000 517.204 504.506 498.225 1519.93
244000 522.759 508.068 502.265 1533.09
246000 525.906 514.549 508.774 1549.23
248000 527.595 517.162 514.842 1559.6
250000 531.225 520.575 519.826 1571.63
252000 536.093 521.983 525.168 1583.24
254000 543.321 525.728 529.446 1598.49
256000 547.095 534.569 534.714 1616.38
258000 550.547 539.804 538.942 1629.29
260000 552.982 542.004 541.627 1636.61
262000 557.547 546.568 542.525 1646.64
264000 560.284 550.877 548.71 1659.87
266000 563.971 553.118 549.813 1666.9
268000 569.108 556.581 552.881 1678.57
270000 573.423 559.863 557.546 1690.83
272000 576.792 565.285 566.2 1708.28
274000 580.59 571.335 570.65 1722.58
276000 584.857 574.617 574.779 1734.25
278000 587.434 580.505 580.813 1748.75
280000 595.201 585.359 583.468 1764.03
282000 599.983 589.199 585.891 1775.07
284000 605.725 590.64 591.069 1787.43
286000 609.879 595.709 596.783 1802.37
288000 614.766 601.745 604.056 1820.57
290000 619.185 606.128 606.648 1831.96
292000 622.192 610.815 612.502 1845.51
294000 627.269 613.156 615.438 1855.86
296000 631.529 620.918 620.706 1873.15
298000 636.144 620.577 626.041 1882.76
300000 642.444 621.585 630.54 1894.57
302000 646.065 626.063 633.369 1905.5
304000 649.43 628.953 639.055 1917.44
306000 654.531 632.603 643.062 1930.2
308000 654.109 634.385 645.397 1933.89
310000 658.636 639.402 652.17 1950.21
312000 663.442 645.83 657.275 1966.55
314000 670.269 654.165 661.303 1985.74
316000 674.932 657.69 662.716 1995.34
318000 675.912 661.199 665.653 2002.76
320000 683.43 667.836 671.033 2022.3
322000 688.692 672.271 673.44 2034.4
324000 695.314 677.919 675.923 2049.16
326000 696.982 676.817 681.719 2055.52
328000 703.168 681.107 684.527 2068.8
330000 708.053 686.881 686.292 2081.23
332000 710.962 689.746 689.731 2090.44
334000 714.994 696.333 691.98 2103.31
336000 713.989 702.268 694.198 2110.45
338000 719.696 705.762 697.834 2123.29
340000 722.26 711.383 700.945 2134.59
342000 725.466 717.649 703.973 2147.09
344000 731.261 723.49 710.286 2165.04
346000 735.086 726.387 716.461 2177.93
348000 740.559 732.906 721.403 2194.87
350000 742.95 734.069 723.788 2200.81
352000 748.322 739.257 726.912 2214.49
354000 751.431 742.769 733.46 2227.66
356000 757.225 745.528 739.823 2242.58
358000 759.496 748.646 742.974 2251.12
360000 765.577 754.618 748.423 2268.62
362000 772.421 760.899 752.24 2285.56
364000 776.516 765.151 751.323 2292.99
366000 781.358 768.915 757.315 2307.59
368000 785.01 770.583 763.515 2319.11
370000 790.652 776.802 769.45 2336.9
372000 790.609 781.023 773.138 2344.77
374000 796.63 786.067 777.909 2360.61
376000 798.367 790.329 779.025 2367.72
378000 802.338 793.357 782.641 2378.34
380000 807.384 798.821 783.839 2390.04
382000 810.377 802.75 785.819 2398.95
384000 816.711 808.812 788.346 2413.87
386000 822.025 812.572 795.218 2429.82
388000 830.911 815.234 798.22 2444.36
390000 831.218 819.707 804.267 2455.19
392000 833.715 822.913 806.082 2462.71
394000 837.871 829.126 808.618 2475.61
396000 837.226 833.516 811.426 2482.17
398000 844.456 840.564 814.62 2499.64
400000 848.88 847.986 817.931 2514.8
402000 854.006 853.914 826.191 2534.11
404000 860.136 858.136 830.266 2548.54
406000 861.821 863.432 832.92 2558.17
408000 867.179 868.087 835.279 2570.54
410000 870.565 876.99 840.24 2587.79
412000 873.831 881.856 847.264 2602.95
414000 877.506 883.825 850.386 2611.72
416000 879.315 887.963 849.064 2616.34
418000 880.191 893.886 852.619 2626.7
420000 885.132 899.713 855.836 2640.68
422000 891.873 905.111 861.222 2658.21
424000 894.041 909.214 866.28 2669.54
426000 897.526 912.607 869.639 2679.77
428000 902.439 916.464 878.094 2697
430000 904.913 922.219 880.671 2707.8
432000 906.874 923.613 883.918 2714.41
434000 911.752 928.503 889.792 2730.05
436000 913.849 935.196 893.375 2742.42
438000 920.344 936.47 897.158 2753.97
440000 927.079 940.395 899.011 2766.49
442000 935.75 944.831 904.885 2785.47
444000 939.675 950.253 909.079 2799.01
446000 944.937 952.707 916.628 2814.27
448000 949.84 952.874 922.241 2824.95
450000 949.928 956.06 930.148 2836.14
452000 954.047 959.323 937.128 2850.5
454000 958.702 962.248 945.016 2865.97
456000 958.223 965.786 944.321 2868.33
458000 960.782 972.41 949.01 2882.2
460000 961.603 976.582 949.322 2887.51
462000 966.04 977.584 953.118 2896.74
464000 972.234 982.719 955.477 2910.43
466000 976.419 990.557 958.666 2925.64
468000 986.695 991.767 962.698 2941.16
470000 989.109 998.253 965.414 2952.78
472000 997.541 999.366 968.73 2965.64
474000 1003.24 1002.84 972.563 2978.65
476000 1005.74 1006.54 972.26 2984.55
478000 1013.85 1011.27 980.543 3005.67
480000 1021.13 1018.68 986.581 3026.39
482000 1023.64 1023.9 990.166 3037.7
484000 1027.27 1028.79 994.302 3050.36
486000 1027.88 1032.81 996.192 3056.88
488000 1033.69 1036.09 1002.93 3072.71
490000 1038.31 1038.88 1005.29 3082.48
492000 1043.42 1042.96 1011.99 3098.37
494000 1051.32 1048.35 1013.98 3113.65
496000 1056.96 1050.68 1018.75 3126.39
498000 1056.33 1053.56 1019.8 3129.7
500000 1062.19 1054.88 1022.38 3139.45
502000 1065.43 1054.88 1027.33 3147.65
504000 1068.09 1060.56 1032.08 3160.72
